"transaction_id","date","client_id","produit_id","vendeur_id","quantite","prix_unitaire","montant_total","methode_paiement","statut_livraison","delai_livraison_jours"
"TRX00002499",2023-07-31,"CLI00004","PROD0048","VEND014",2,607.1,1214.2,"CB","Livré",5
"TRX00002500",2023-07-31,"CLI00351","PROD0011","VEND014",2,1074.82,2149.64,"CB","Livré",6
"TRX00002501",2023-07-31,"CLI00145","PROD0038","VEND005",1,144.99,144.99,"CB","Livré",6
"TRX00002502",2023-07-31,"CLI00028","PROD0045","VEND019",1,115.88,115.88,"CB","Livré",6
"TRX00002503",2023-08-01,"CLI00397","PROD0001","VEND003",1,56,56,"CB","En cours",NA
"TRX00002504",2023-08-01,"CLI00370","PROD0076","VEND017",1,90.71,90.71,"CB","Annulé",0
"TRX00002505",2023-08-01,"CLI00054","PROD0012","VEND001",1,1366.28,1366.28,"CB","Livré",5
"TRX00002506",2023-08-01,"CLI00170","PROD0037","VEND001",1,127.71,127.71,"PayPal","Livré",4
"TRX00002507",2023-08-01,"CLI00474","PROD0044","VEND018",1,339.7,339.7,"CB","Livré",6
"TRX00002508",2023-08-01,"CLI00110","PROD0042","VEND005",1,1248.64,1248.64,"CB","Annulé",0
"TRX00002509",2023-08-01,"CLI00065","PROD0025","VEND002",1,88.32,88.32,"PayPal","Livré",3
"TRX00002510",2023-08-01,"CLI00497","PROD0020","VEND010",1,978.69,978.69,"CB","Livré",3
"TRX00002511",2023-08-01,"CLI00128","PROD0049","VEND014",2,76.17,152.34,"PayPal","En cours",NA
"TRX00002512",2023-08-01,"CLI00260","PROD0017","VEND002",3,82.02,246.06,"CB","Livré",3
"TRX00002513",2023-08-01,"CLI00163","PROD0070","VEND016",3,1201.79,3605.37,"CB","Livré",3
"TRX00002514",2023-08-01,"CLI00352","PROD0041","VEND002",1,40,40,"CB","Livré",4
"TRX00002515",2023-08-02,"CLI00428","PROD0006","VEND019",2,151.4,302.8,"PayPal","Livré",3
"TRX00002516",2023-08-02,"CLI00015","PROD0092","VEND014",1,428.6,428.6,"CB","Livré",2
"TRX00002517",2023-08-02,"CLI00091","PROD0065","VEND004",2,461.22,922.44,"CB","Livré",5
"TRX00002518",2023-08-02,"CLI00046","PROD0046","VEND011",2,153.34,306.68,"CB","En cours",NA
"TRX00002519",2023-08-02,"CLI00456","PROD0033","VEND010",3,290.36,871.08,"CB","Livré",9
"TRX00002520",2023-08-02,"CLI00383","PROD0053","VEND008",1,685.28,685.28,"PayPal","Livré",9
"TRX00002521",2023-08-02,"CLI00189","PROD0036","VEND001",1,378.85,378.85,"PayPal","Livré",3
"TRX00002522",2023-08-02,"CLI00255","PROD0030","VEND018",1,97.7,97.7,"CB","Annulé",0
"TRX00002523",2023-08-02,"CLI00133","PROD0076","VEND015",3,71.09,213.27,"PayPal","Livré",4
"TRX00002524",2023-08-02,"CLI00015","PROD0002","VEND019",2,151.63,303.26,"CB","Livré",4
"TRX00002525",2023-08-02,"CLI00431","PROD0014","VEND011",1,194.92,194.92,"PayPal","Livré",4
"TRX00002526",2023-08-02,"CLI00279","PROD0081","VEND019",3,157.5,472.5,"CB","Livré",4
"TRX00002527",2023-08-02,"CLI00383","PROD0013","VEND001",1,210.72,210.72,"Virement","Livré",5
"TRX00002528",2023-08-03,"CLI00020","PROD0012","VEND016",1,1706.58,1706.58,"CB","Livré",2
"TRX00002529",2023-08-03,"CLI00468","PROD0058","VEND010",1,750.88,750.88,"PayPal","Livré",5
"TRX00002530",2023-08-03,"CLI00274","PROD0002","VEND011",1,209.5,209.5,"CB","Livré",5
"TRX00002531",2023-08-03,"CLI00060","PROD0060","VEND008",1,398.42,398.42,"CB","Livré",2
"TRX00002532",2023-08-03,"CLI00004","PROD0032","VEND009",1,1777.13,1777.13,"CB","Livré",5
"TRX00002533",2023-08-03,"CLI00242","PROD0085","VEND011",2,127.83,255.66,"PayPal","Livré",7
"TRX00002534",2023-08-03,"CLI00185","PROD0042","VEND007",2,964.69,1929.38,"CB","Livré",3
"TRX00002535",2023-08-03,"CLI00071","PROD0037","VEND009",1,218.63,218.63,"PayPal","Livré",4
"TRX00002536",2023-08-03,"CLI00161","PROD0090","VEND001",5,137.85,689.25,"CB","Livré",5
"TRX00002537",2023-08-03,"CLI00346","PROD0023","VEND009",1,298.35,298.35,"CB","Livré",7
"TRX00002538",2023-08-03,"CLI00373","PROD0015","VEND013",1,119.23,119.23,"CB","Livré",2
"TRX00002539",2023-08-03,"CLI00231","PROD0053","VEND015",1,687.77,687.77,"PayPal","Livré",5
"TRX00002540",2023-08-03,"CLI00119","PROD0004","VEND004",2,1590.42,3180.84,"PayPal","En cours",NA
"TRX00002541",2023-08-03,"CLI00252","PROD0055","VEND018",5,260.06,1300.3,"PayPal","Livré",3
"TRX00002542",2023-08-04,"CLI00318","PROD0094","VEND011",2,691,1382,"PayPal","Livré",5
"TRX00002543",2023-08-04,"CLI00035","PROD0064","VEND012",2,84.89,169.78,"CB","Livré",4
"TRX00002544",2023-08-04,"CLI00021","PROD0056","VEND019",2,35.34,70.68,"PayPal","Livré",5
"TRX00002545",2023-08-04,"CLI00040","PROD0056","VEND004",1,31.93,31.93,"CB","Livré",5
"TRX00002546",2023-08-04,"CLI00489","PROD0043","VEND018",3,875.07,2625.21,"PayPal","Livré",8
"TRX00002547",2023-08-04,"CLI00057","PROD0082","VEND011",1,549.16,549.16,"Virement","Livré",7
"TRX00002548",2023-08-04,"CLI00125","PROD0051","VEND008",5,44.71,223.55,"PayPal","Livré",2
"TRX00002549",2023-08-05,"CLI00470","PROD0053","VEND018",2,578.64,1157.28,"Virement","Livré",7
"TRX00002550",2023-08-05,"CLI00173","PROD0095","VEND012",1,833.32,833.32,"CB","Livré",3
"TRX00002551",2023-08-05,"CLI00209","PROD0016","VEND004",3,1085.47,3256.41,"CB","Livré",7
"TRX00002552",2023-08-05,"CLI00295","PROD0095","VEND020",1,685.52,685.52,"CB","Livré",6
"TRX00002553",2023-08-05,"CLI00112","PROD0099","VEND019",1,475.11,475.11,"PayPal","Livré",3
"TRX00002554",2023-08-05,"CLI00327","PROD0028","VEND004",1,272.53,272.53,"CB","Livré",6
"TRX00002555",2023-08-05,"CLI00317","PROD0060","VEND003",2,303.44,606.88,"CB","Livré",3
"TRX00002556",2023-08-05,"CLI00399","PROD0082","VEND009",1,505.33,505.33,"CB","Livré",3
"TRX00002557",2023-08-05,"CLI00053","PROD0048","VEND015",1,419.64,419.64,"Virement","Livré",10
"TRX00002558",2023-08-05,"CLI00119","PROD0020","VEND006",1,1068.86,1068.86,"CB","Livré",2
"TRX00002559",2023-08-05,"CLI00240","PROD0098","VEND018",3,136.49,409.47,"CB","Livré",5
"TRX00002560",2023-08-05,"CLI00134","PROD0021","VEND011",2,1078.37,2156.74,"CB","Livré",2
"TRX00002561",2023-08-05,"CLI00230","PROD0011","VEND015",1,1175.63,1175.63,"PayPal","Livré",7
"TRX00002562",2023-08-05,"CLI00385","PROD0100","VEND005",1,1011.4,1011.4,"PayPal","Livré",5
"TRX00002563",2023-08-05,"CLI00437","PROD0097","VEND009",1,545.27,545.27,"CB","Livré",4
"TRX00002564",2023-08-05,"CLI00010","PROD0004","VEND020",1,1907.84,1907.84,"CB","Livré",4
"TRX00002565",2023-08-06,"CLI00306","PROD0040","VEND008",1,106.97,106.97,"PayPal","Livré",5
"TRX00002566",2023-08-06,"CLI00271","PROD0074","VEND003",1,145.69,145.69,"PayPal","Livré",8
"TRX00002567",2023-08-06,"CLI00188","PROD0086","VEND005",1,1227.8,1227.8,"CB","Livré",4
"TRX00002568",2023-08-06,"CLI00034","PROD0037","VEND013",2,140.02,280.04,"PayPal","Livré",4
"TRX00002569",2023-08-06,"CLI00330","PROD0097","VEND019",4,571.25,2285,"Virement","Livré",5
"TRX00002570",2023-08-06,"CLI00009","PROD0011","VEND015",1,936.24,936.24,"CB","Livré",2
"TRX00002571",2023-08-07,"CLI00304","PROD0077","VEND005",2,466.35,932.7,"PayPal","Livré",4
"TRX00002572",2023-08-07,"CLI00361","PROD0039","VEND019",1,641.85,641.85,"Virement","Livré",4
"TRX00002573",2023-08-07,"CLI00195","PROD0013","VEND012",4,364.54,1458.16,"CB","Livré",2
"TRX00002574",2023-08-07,"CLI00104","PROD0094","VEND015",3,515.26,1545.78,"CB","Livré",5
"TRX00002575",2023-08-07,"CLI00344","PROD0062","VEND004",2,200.85,401.7,"Virement","Livré",5
"TRX00002576",2023-08-07,"CLI00447","PROD0047","VEND016",4,51.75,207,"CB","Livré",10
"TRX00002577",2023-08-07,"CLI00222","PROD0086","VEND002",2,668.49,1336.98,"CB","Livré",5
"TRX00002578",2023-08-07,"CLI00201","PROD0049","VEND017",2,38.46,76.92,"CB","En cours",NA
"TRX00002579",2023-08-07,"CLI00292","PROD0066","VEND007",3,1827.27,5481.81,"CB","Livré",6
"TRX00002580",2023-08-07,"CLI00310","PROD0021","VEND002",2,1006.78,2013.56,"CB","En cours",NA
"TRX00002581",2023-08-07,"CLI00096","PROD0043","VEND005",1,600.15,600.15,"CB","Livré",4
"TRX00002582",2023-08-08,"CLI00340","PROD0060","VEND007",3,608.89,1826.67,"CB","Livré",4
"TRX00002583",2023-08-08,"CLI00445","PROD0053","VEND009",3,537.25,1611.75,"PayPal","Livré",4
"TRX00002584",2023-08-08,"CLI00055","PROD0020","VEND010",2,672.71,1345.42,"PayPal","Livré",2
"TRX00002585",2023-08-08,"CLI00331","PROD0093","VEND017",2,876.79,1753.58,"CB","Livré",5
"TRX00002586",2023-08-08,"CLI00057","PROD0081","VEND007",1,172.46,172.46,"PayPal","Livré",5
"TRX00002587",2023-08-08,"CLI00272","PROD0097","VEND005",2,567.8,1135.6,"CB","Livré",2
"TRX00002588",2023-08-08,"CLI00161","PROD0086","VEND014",1,994.73,994.73,"CB","Livré",5
"TRX00002589",2023-08-08,"CLI00265","PROD0095","VEND004",1,765.31,765.31,"PayPal","Livré",4
"TRX00002590",2023-08-08,"CLI00398","PROD0065","VEND015",2,511.83,1023.66,"CB","Livré",3
"TRX00002591",2023-08-08,"CLI00250","PROD0015","VEND007",1,104.15,104.15,"Virement","Livré",3
"TRX00002592",2023-08-08,"CLI00448","PROD0089","VEND013",3,1246.67,3740.01,"Virement","Livré",5
"TRX00002593",2023-08-08,"CLI00146","PROD0098","VEND008",1,171.05,171.05,"CB","Livré",4
"TRX00002594",2023-08-08,"CLI00049","PROD0049","VEND008",2,74.85,149.7,"CB","Livré",1
"TRX00002595",2023-08-08,"CLI00148","PROD0061","VEND009",1,164.21,164.21,"CB","Livré",7
"TRX00002596",2023-08-09,"CLI00071","PROD0053","VEND003",1,473.9,473.9,"CB","Livré",6
"TRX00002597",2023-08-09,"CLI00480","PROD0050","VEND002",1,820.25,820.25,"CB","Livré",4
"TRX00002598",2023-08-09,"CLI00173","PROD0014","VEND014",2,171.94,343.88,"CB","Livré",4
"TRX00002599",2023-08-09,"CLI00498","PROD0060","VEND012",4,411.95,1647.8,"Virement","Livré",3
"TRX00002600",2023-08-09,"CLI00160","PROD0032","VEND012",1,2218.01,2218.01,"CB","Livré",4
"TRX00002601",2023-08-09,"CLI00330","PROD0008","VEND020",3,1273.5,3820.5,"CB","Livré",2
"TRX00002602",2023-08-09,"CLI00499","PROD0009","VEND020",1,522.69,522.69,"PayPal","Livré",2
"TRX00002603",2023-08-09,"CLI00484","PROD0022","VEND019",3,462.52,1387.56,"CB","Livré",4
"TRX00002604",2023-08-09,"CLI00235","PROD0078","VEND017",1,162.3,162.3,"CB","Livré",2
"TRX00002605",2023-08-09,"CLI00443","PROD0042","VEND012",1,1405.41,1405.41,"CB","Livré",4
"TRX00002606",2023-08-09,"CLI00283","PROD0013","VEND009",4,288.73,1154.92,"CB","Livré",6
"TRX00002607",2023-08-09,"CLI00485","PROD0074","VEND015",1,146.59,146.59,"CB","Livré",5
"TRX00002608",2023-08-09,"CLI00286","PROD0032","VEND019",4,1701.26,6805.04,"CB","Livré",6
"TRX00002609",2023-08-09,"CLI00438","PROD0054","VEND012",1,64.53,64.53,"CB","Livré",4
"TRX00002610",2023-08-09,"CLI00450","PROD0071","VEND013",3,445.41,1336.23,"PayPal","Livré",4
"TRX00002611",2023-08-09,"CLI00300","PROD0002","VEND010",2,236.99,473.98,"PayPal","Livré",7
"TRX00002612",2023-08-10,"CLI00048","PROD0016","VEND012",1,1636.53,1636.53,"PayPal","Livré",4
"TRX00002613",2023-08-10,"CLI00289","PROD0090","VEND009",1,137.29,137.29,"PayPal","Livré",4
"TRX00002614",2023-08-10,"CLI00286","PROD0048","VEND006",3,386.58,1159.74,"CB","Livré",5
"TRX00002615",2023-08-10,"CLI00145","PROD0047","VEND007",2,47.25,94.5,"PayPal","Livré",4
"TRX00002616",2023-08-10,"CLI00420","PROD0012","VEND012",1,959.49,959.49,"PayPal","Livré",2
"TRX00002617",2023-08-10,"CLI00102","PROD0062","VEND005",2,115.42,230.84,"CB","Livré",5
"TRX00002618",2023-08-10,"CLI00206","PROD0038","VEND004",2,113.16,226.32,"Virement","Livré",4
"TRX00002619",2023-08-10,"CLI00231","PROD0016","VEND018",2,1744.66,3489.32,"CB","Livré",4
"TRX00002620",2023-08-10,"CLI00263","PROD0073","VEND014",1,324.77,324.77,"Virement","Livré",7
"TRX00002621",2023-08-10,"CLI00438","PROD0065","VEND009",4,586.43,2345.72,"PayPal","Livré",1
"TRX00002622",2023-08-10,"CLI00461","PROD0051","VEND017",2,30.97,61.94,"CB","Livré",4
"TRX00002623",2023-08-10,"CLI00315","PROD0072","VEND018",2,213.64,427.28,"CB","Livré",6
"TRX00002624",2023-08-10,"CLI00024","PROD0053","VEND017",1,674.65,674.65,"Virement","Livré",5
"TRX00002625",2023-08-11,"CLI00397","PROD0033","VEND015",1,209.82,209.82,"PayPal","Livré",2
"TRX00002626",2023-08-11,"CLI00013","PROD0030","VEND001",2,161.13,322.26,"CB","Livré",3
"TRX00002627",2023-08-11,"CLI00174","PROD0088","VEND001",1,760.83,760.83,"CB","Livré",4
"TRX00002628",2023-08-11,"CLI00494","PROD0060","VEND007",1,513.62,513.62,"CB","Livré",3
"TRX00002629",2023-08-11,"CLI00321","PROD0012","VEND020",1,911.08,911.08,"PayPal","Livré",3
"TRX00002630",2023-08-11,"CLI00225","PROD0021","VEND005",1,659.07,659.07,"PayPal","Livré",6
"TRX00002631",2023-08-12,"CLI00066","PROD0062","VEND002",4,149.87,599.48,"CB","Livré",2
"TRX00002632",2023-08-12,"CLI00030","PROD0094","VEND013",2,693.21,1386.42,"CB","Livré",4
"TRX00002633",2023-08-12,"CLI00169","PROD0075","VEND013",3,1343.32,4029.96,"Virement","Livré",1
"TRX00002634",2023-08-12,"CLI00403","PROD0019","VEND014",2,1110.52,2221.04,"Virement","Livré",6
"TRX00002635",2023-08-12,"CLI00468","PROD0079","VEND019",3,830.92,2492.76,"CB","Livré",5
"TRX00002636",2023-08-12,"CLI00007","PROD0089","VEND008",2,1355.72,2711.44,"CB","Livré",4
"TRX00002637",2023-08-12,"CLI00414","PROD0064","VEND002",1,62.4,62.4,"CB","Livré",5
"TRX00002638",2023-08-12,"CLI00088","PROD0041","VEND013",2,39.74,79.48,"Virement","Livré",3
"TRX00002639",2023-08-12,"CLI00103","PROD0030","VEND016",1,113.29,113.29,"CB","Livré",3
"TRX00002640",2023-08-12,"CLI00458","PROD0072","VEND016",1,227.27,227.27,"CB","Livré",3
"TRX00002641",2023-08-12,"CLI00238","PROD0100","VEND011",1,1077.36,1077.36,"CB","Livré",3
"TRX00002642",2023-08-12,"CLI00193","PROD0001","VEND001",1,67.6,67.6,"CB","Livré",2
"TRX00002643",2023-08-12,"CLI00435","PROD0098","VEND008",1,182.11,182.11,"CB","Livré",4
"TRX00002644",2023-08-12,"CLI00408","PROD0052","VEND016",3,932.78,2798.34,"CB","Livré",4
"TRX00002645",2023-08-12,"CLI00405","PROD0031","VEND014",1,1235.04,1235.04,"Virement","Livré",1
"TRX00002646",2023-08-12,"CLI00124","PROD0023","VEND010",2,234.04,468.08,"PayPal","Livré",5
"TRX00002647",2023-08-13,"CLI00105","PROD0019","VEND007",1,1366.44,1366.44,"CB","Livré",2
"TRX00002648",2023-08-13,"CLI00313","PROD0003","VEND015",1,632.22,632.22,"Virement","Livré",2
"TRX00002649",2023-08-13,"CLI00115","PROD0035","VEND006",3,37.48,112.44,"CB","Livré",5
"TRX00002650",2023-08-13,"CLI00316","PROD0010","VEND013",2,384.2,768.4,"CB","Livré",4
"TRX00002651",2023-08-13,"CLI00185","PROD0082","VEND020",3,444.23,1332.69,"CB","Livré",2
"TRX00002652",2023-08-13,"CLI00170","PROD0021","VEND018",3,657.64,1972.92,"CB","Livré",3
"TRX00002653",2023-08-13,"CLI00307","PROD0006","VEND005",2,204.71,409.42,"CB","Livré",8
"TRX00002654",2023-08-13,"CLI00018","PROD0016","VEND003",1,1614.11,1614.11,"Virement","Livré",4
"TRX00002655",2023-08-13,"CLI00487","PROD0067","VEND007",1,305.81,305.81,"CB","Livré",3
"TRX00002656",2023-08-13,"CLI00048","PROD0021","VEND008",2,1149.26,2298.52,"CB","Livré",4
"TRX00002657",2023-08-13,"CLI00158","PROD0034","VEND019",1,785.42,785.42,"CB","Livré",5
"TRX00002658",2023-08-13,"CLI00104","PROD0053","VEND002",1,490.01,490.01,"CB","Annulé",0
"TRX00002659",2023-08-14,"CLI00260","PROD0030","VEND001",3,143.71,431.13,"PayPal","Livré",3
"TRX00002660",2023-08-14,"CLI00498","PROD0018","VEND006",1,154.42,154.42,"PayPal","Livré",8
"TRX00002661",2023-08-14,"CLI00214","PROD0038","VEND011",1,92.7,92.7,"Virement","Livré",3
"TRX00002662",2023-08-14,"CLI00443","PROD0036","VEND005",1,585.44,585.44,"Virement","Annulé",0
"TRX00002663",2023-08-14,"CLI00161","PROD0024","VEND015",2,1782.46,3564.92,"CB","Livré",4
"TRX00002664",2023-08-14,"CLI00052","PROD0014","VEND018",2,171.59,343.18,"CB","Livré",3
"TRX00002665",2023-08-14,"CLI00284","PROD0014","VEND002",1,112.88,112.88,"CB","Livré",8
"TRX00002666",2023-08-14,"CLI00173","PROD0047","VEND010",1,27.22,27.22,"Virement","En cours",NA
"TRX00002667",2023-08-14,"CLI00101","PROD0053","VEND013",4,463.31,1853.24,"CB","Livré",5
"TRX00002668",2023-08-15,"CLI00241","PROD0004","VEND014",2,1964.33,3928.66,"CB","Livré",1
"TRX00002669",2023-08-15,"CLI00268","PROD0064","VEND014",2,99.99,199.98,"PayPal","Livré",2
"TRX00002670",2023-08-15,"CLI00111","PROD0054","VEND007",1,72.55,72.55,"PayPal","Livré",4
"TRX00002671",2023-08-15,"CLI00469","PROD0100","VEND010",1,874.53,874.53,"CB","Livré",2
"TRX00002672",2023-08-15,"CLI00390","PROD0044","VEND015",1,326.3,326.3,"PayPal","Livré",4
"TRX00002673",2023-08-15,"CLI00013","PROD0030","VEND012",4,95.09,380.36,"CB","Livré",4
"TRX00002674",2023-08-15,"CLI00318","PROD0029","VEND006",1,150.06,150.06,"CB","Livré",4
"TRX00002675",2023-08-15,"CLI00464","PROD0096","VEND018",1,99.19,99.19,"CB","Livré",4
"TRX00002676",2023-08-15,"CLI00099","PROD0078","VEND004",2,195.73,391.46,"CB","Livré",4
"TRX00002677",2023-08-15,"CLI00187","PROD0001","VEND005",2,70.78,141.56,"Virement","Livré",5
"TRX00002678",2023-08-16,"CLI00243","PROD0010","VEND004",1,506.48,506.48,"PayPal","Livré",3
"TRX00002679",2023-08-16,"CLI00374","PROD0085","VEND004",1,100.97,100.97,"CB","Livré",8
"TRX00002680",2023-08-16,"CLI00197","PROD0045","VEND010",1,184.2,184.2,"CB","Livré",4
"TRX00002681",2023-08-16,"CLI00075","PROD0069","VEND002",4,615.2,2460.8,"CB","Livré",7
"TRX00002682",2023-08-16,"CLI00407","PROD0092","VEND015",1,253.99,253.99,"CB","Livré",2
"TRX00002683",2023-08-16,"CLI00181","PROD0070","VEND019",3,1169.66,3508.98,"PayPal","Livré",3
"TRX00002684",2023-08-16,"CLI00439","PROD0063","VEND005",1,960.25,960.25,"CB","Livré",5
"TRX00002685",2023-08-17,"CLI00143","PROD0087","VEND018",2,1701.36,3402.72,"PayPal","Livré",3
"TRX00002686",2023-08-17,"CLI00129","PROD0081","VEND013",1,202.79,202.79,"CB","Livré",3
"TRX00002687",2023-08-17,"CLI00354","PROD0014","VEND020",2,142.42,284.84,"Virement","Livré",5
"TRX00002688",2023-08-17,"CLI00190","PROD0010","VEND010",2,313.14,626.28,"CB","Livré",5
"TRX00002689",2023-08-17,"CLI00428","PROD0100","VEND018",4,1005.04,4020.16,"CB","Livré",7
"TRX00002690",2023-08-17,"CLI00104","PROD0030","VEND003",2,137.82,275.64,"PayPal","Livré",8
"TRX00002691",2023-08-17,"CLI00178","PROD0005","VEND011",2,1325.32,2650.64,"Virement","Livré",3
"TRX00002692",2023-08-17,"CLI00254","PROD0072","VEND005",3,186.88,560.64,"CB","Livré",4
"TRX00002693",2023-08-17,"CLI00351","PROD0007","VEND007",4,574.57,2298.28,"PayPal","Livré",5
"TRX00002694",2023-08-17,"CLI00339","PROD0055","VEND006",2,264.99,529.98,"PayPal","Livré",2
"TRX00002695",2023-08-17,"CLI00233","PROD0005","VEND018",1,1550.47,1550.47,"CB","Livré",3
"TRX00002696",2023-08-17,"CLI00388","PROD0021","VEND020",1,880.32,880.32,"CB","En cours",NA
"TRX00002697",2023-08-17,"CLI00161","PROD0043","VEND010",2,876.7,1753.4,"CB","Livré",3
"TRX00002698",2023-08-17,"CLI00033","PROD0013","VEND001",1,311.12,311.12,"CB","Livré",4
"TRX00002699",2023-08-18,"CLI00035","PROD0038","VEND018",1,99.39,99.39,"PayPal","Livré",5
"TRX00002700",2023-08-18,"CLI00055","PROD0060","VEND004",1,468.66,468.66,"PayPal","Livré",3
"TRX00002701",2023-08-18,"CLI00118","PROD0090","VEND016",1,103.49,103.49,"CB","Livré",5
"TRX00002702",2023-08-18,"CLI00447","PROD0026","VEND001",1,613.6,613.6,"PayPal","Livré",1
"TRX00002703",2023-08-18,"CLI00333","PROD0089","VEND018",1,2307.77,2307.77,"Virement","Livré",6
"TRX00002704",2023-08-18,"CLI00068","PROD0016","VEND006",1,1007.55,1007.55,"PayPal","Livré",4
"TRX00002705",2023-08-18,"CLI00357","PROD0015","VEND009",5,151.06,755.3,"CB","Livré",6
"TRX00002706",2023-08-18,"CLI00073","PROD0088","VEND004",1,813.66,813.66,"CB","Livré",6
"TRX00002707",2023-08-18,"CLI00314","PROD0010","VEND007",4,410.1,1640.4,"PayPal","Livré",3
"TRX00002708",2023-08-18,"CLI00137","PROD0020","VEND015",2,969.54,1939.08,"CB","Livré",4
"TRX00002709",2023-08-18,"CLI00274","PROD0086","VEND008",5,735.06,3675.3,"CB","Livré",5
"TRX00002710",2023-08-18,"CLI00159","PROD0098","VEND003",1,185.27,185.27,"Virement","Livré",2
"TRX00002711",2023-08-18,"CLI00385","PROD0052","VEND010",5,1120.27,5601.35,"Virement","Livré",3
"TRX00002712",2023-08-19,"CLI00275","PROD0016","VEND017",1,1720.66,1720.66,"CB","Annulé",0
"TRX00002713",2023-08-19,"CLI00345","PROD0011","VEND003",1,1295.86,1295.86,"CB","Livré",4
"TRX00002714",2023-08-19,"CLI00426","PROD0100","VEND001",1,876.02,876.02,"CB","Livré",7
"TRX00002715",2023-08-19,"CLI00225","PROD0014","VEND018",3,210.85,632.55,"CB","Livré",6
"TRX00002716",2023-08-19,"CLI00429","PROD0062","VEND010",4,166.31,665.24,"CB","Livré",7
"TRX00002717",2023-08-19,"CLI00202","PROD0004","VEND016",2,2767.36,5534.72,"CB","Livré",1
"TRX00002718",2023-08-19,"CLI00148","PROD0054","VEND013",4,72.31,289.24,"CB","Livré",4
"TRX00002719",2023-08-20,"CLI00195","PROD0034","VEND003",1,790.52,790.52,"CB","Livré",5
"TRX00002720",2023-08-20,"CLI00404","PROD0071","VEND012",1,657.93,657.93,"CB","Livré",5
"TRX00002721",2023-08-20,"CLI00126","PROD0065","VEND017",3,399.35,1198.05,"CB","Livré",10
"TRX00002722",2023-08-20,"CLI00268","PROD0052","VEND020",1,1001.25,1001.25,"CB","Livré",7
"TRX00002723",2023-08-20,"CLI00420","PROD0098","VEND006",3,128.8,386.4,"CB","Livré",2
"TRX00002724",2023-08-20,"CLI00122","PROD0084","VEND012",2,330.52,661.04,"CB","Livré",5
"TRX00002725",2023-08-20,"CLI00384","PROD0050","VEND008",5,829.06,4145.3,"CB","Livré",7
"TRX00002726",2023-08-20,"CLI00292","PROD0054","VEND002",4,62.74,250.96,"CB","Livré",3
"TRX00002727",2023-08-20,"CLI00441","PROD0019","VEND018",3,1426.71,4280.13,"PayPal","Livré",4
"TRX00002728",2023-08-20,"CLI00024","PROD0037","VEND010",1,259.75,259.75,"PayPal","Livré",3
"TRX00002729",2023-08-21,"CLI00287","PROD0072","VEND019",3,271.2,813.6,"CB","Livré",4
"TRX00002730",2023-08-21,"CLI00386","PROD0061","VEND005",3,137,411,"PayPal","Livré",2
"TRX00002731",2023-08-21,"CLI00181","PROD0040","VEND007",1,159.64,159.64,"CB","Livré",4
"TRX00002732",2023-08-21,"CLI00051","PROD0045","VEND016",1,196.97,196.97,"PayPal","Livré",5
"TRX00002733",2023-08-21,"CLI00187","PROD0049","VEND014",2,72.72,145.44,"CB","Livré",5
"TRX00002734",2023-08-21,"CLI00068","PROD0092","VEND002",4,378.37,1513.48,"CB","Livré",3
"TRX00002735",2023-08-21,"CLI00500","PROD0029","VEND006",2,213.12,426.24,"PayPal","Livré",3
"TRX00002736",2023-08-21,"CLI00040","PROD0054","VEND013",4,71.42,285.68,"CB","Livré",4
"TRX00002737",2023-08-21,"CLI00007","PROD0061","VEND002",2,237.72,475.44,"PayPal","Livré",5
"TRX00002738",2023-08-21,"CLI00332","PROD0008","VEND013",2,1408.55,2817.1,"PayPal","Livré",4
"TRX00002739",2023-08-21,"CLI00397","PROD0036","VEND019",2,609.64,1219.28,"Virement","Livré",4
"TRX00002740",2023-08-21,"CLI00204","PROD0004","VEND011",1,2098.16,2098.16,"PayPal","Livré",1
"TRX00002741",2023-08-21,"CLI00280","PROD0080","VEND010",1,180.91,180.91,"CB","Livré",4
"TRX00002742",2023-08-21,"CLI00034","PROD0010","VEND012",1,436,436,"PayPal","Livré",4
"TRX00002743",2023-08-22,"CLI00134","PROD0046","VEND012",5,102.37,511.85,"PayPal","Livré",7
"TRX00002744",2023-08-22,"CLI00446","PROD0047","VEND010",2,25.57,51.14,"PayPal","Livré",5
"TRX00002745",2023-08-22,"CLI00376","PROD0082","VEND019",3,721.99,2165.97,"CB","Livré",3
"TRX00002746",2023-08-22,"CLI00309","PROD0027","VEND015",1,1455.37,1455.37,"CB","Livré",9
"TRX00002747",2023-08-22,"CLI00151","PROD0073","VEND014",1,457.91,457.91,"CB","Livré",7
"TRX00002748",2023-08-22,"CLI00343","PROD0047","VEND001",2,49.1,98.2,"CB","Livré",2
"TRX00002749",2023-08-22,"CLI00360","PROD0039","VEND007",1,503.41,503.41,"Virement","Livré",4
"TRX00002750",2023-08-22,"CLI00136","PROD0088","VEND003",2,899.57,1799.14,"PayPal","Livré",4
"TRX00002751",2023-08-22,"CLI00312","PROD0026","VEND008",1,637.53,637.53,"CB","Livré",9
"TRX00002752",2023-08-22,"CLI00397","PROD0025","VEND009",1,91.78,91.78,"CB","Livré",4
"TRX00002753",2023-08-22,"CLI00461","PROD0057","VEND001",1,177.54,177.54,"PayPal","Livré",5
"TRX00002754",2023-08-22,"CLI00247","PROD0010","VEND020",1,437.3,437.3,"CB","Livré",4
"TRX00002755",2023-08-23,"CLI00470","PROD0030","VEND008",1,143.19,143.19,"CB","Livré",9
